"ProbeID","GeneSymbol","EntrezID","GeneTitle","GOProcess","GOProcessID","GOFunction","GOFunctionID","GOComponent","GOComponentID"
"213331_s_at","NEK1","4750","NIMA related kinase 1","cell division///cilium assembly///mitotic nuclear division///peptidyl-tyrosine phosphorylation///protein phosphorylation///signal transduction by protein phosphorylation","GO:0051301///GO:0042384///GO:0007067///GO:0018108///GO:0006468///GO:0023014","ATP binding///kinase activity///metal ion binding///protein binding///protein kinase activity///protein tyrosine kinase activity///receptor signaling protein serine/threonine kinase activity","GO:0005524///GO:0016301///GO:0046872///GO:0005515///GO:0004672///GO:0004713///GO:0004702","centrosome///cytoplasm///nucleus///pericentriolar material","GO:0005813///GO:0005737///GO:0005634///GO:0000242"
"213334_x_at","HAUS7","55559","HAUS augmin like complex subunit 7","G2/M transition of mitotic cell cycle///cell division///centrosome organization///mitotic nuclear division///spindle assembly","GO:0000086///GO:0051301///GO:0051297///GO:0007067///GO:0051225","thioesterase binding///thioesterase binding","GO:0031996///GO:0031996","HAUS complex///centrosome///cytoplasm///cytosol///microtubule///nucleolus///plasma membrane///spindle","GO:0070652///GO:0005813///GO:0005737///GO:0005829///GO:0005874///GO:0005730///GO:0005886///GO:0005819"
"213338_at","TMEM158","25907","transmembrane protein 158 (gene/pseudogene)","","","peptide binding","GO:0042277","integral component of membrane","GO:0016021"
"213340_s_at","TP73-AS1","57212","TP73 antisense RNA 1","","","","","extracellular region","GO:0005576"
"213341_at","FEM1C","56929","fem-1 homolog C","protein ubiquitination","GO:0016567","protein binding","GO:0005515","cytoplasm///nucleoplasm","GO:0005737///GO:0005654"
"213345_at","NFATC4","4776","nuclear factor of activated T-cells 4","calcineurin-NFAT signaling cascade///cellular respiration///cellular response to UV///cellular response to lithium ion///heart development///inflammatory response///intrinsic apoptotic signaling pathway in response to DNA damage///muscle cell development///negative regulation of Wnt signaling pathway///negative regulation of chromatin binding///negative regulation of dendrite morphogenesis///negative regulation of pri-miRNA transcription from RNA polymerase II promoter///negative regulation of protein binding///negative regulation of synapse maturation///patterning of blood vessels///positive regulation of apoptotic signaling pathway///positive regulation of transcription from RNA polymerase II promoter///positive regulation of tumor necrosis factor production///regulation of synaptic plasticity///smooth muscle cell differentiation///transcription from RNA polymerase II promoter","GO:0033173///GO:0045333///GO:0034644///GO:0071285///GO:0007507///GO:0006954///GO:0008630///GO:0055001///GO:0030178///GO:0035562///GO:0050774///GO:1902894///GO:0032091///GO:2000297///GO:0001569///GO:2001235///GO:0045944///GO:0032760///GO:0048167///GO:0051145///GO:0006366","RNA polymerase II core promoter proximal region sequence-specific DNA binding///peroxisome proliferator activated receptor binding///protein binding///transcription coactivator activity///transcription factor binding///transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding///transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific binding","GO:0000978///GO:0042975///GO:0005515///GO:0003713///GO:0008134///GO:0001078///GO:0001227","cytoplasm///cytosol///intermediate filament cytoskeleton///nucleus///transcription factor complex","GO:0005737///GO:0005829///GO:0045111///GO:0005634///GO:0005667"
"213346_at","TEX30","93081","testis expressed 30","","","hydrolase activity","GO:0016787","nucleus","GO:0005634"
"213347_x_at","RPS4X","6191","ribosomal protein S4, X-linked","SRP-dependent cotranslational protein targeting to membrane///multicellular organism development///nuclear-transcribed mRNA catabolic process, nonsense-mediated decay///positive regulation of cell proliferation///positive regulation of translation///rRNA processing///translation///translation///translational initiation///viral transcription","GO:0006614///GO:0007275///GO:0000184///GO:0008284///GO:0045727///GO:0006364///GO:0006412///GO:0006412///GO:0006413///GO:0019083","poly(A) RNA binding///protein binding///rRNA binding///structural constituent of ribosome","GO:0044822///GO:0005515///GO:0019843///GO:0003735","cytoplasmic ribonucleoprotein granule///cytosol///cytosolic small ribosomal subunit///cytosolic small ribosomal subunit///extracellular exosome///extracellular matrix///focal adhesion///intracellular ribonucleoprotein complex///membrane///nucleoplasm///polysome///ribosome///small ribosomal subunit","GO:0036464///GO:0005829///GO:0022627///GO:0022627///GO:0070062///GO:0031012///GO:0005925///GO:0030529///GO:0016020///GO:0005654///GO:0005844///GO:0005840///GO:0015935"
"213348_at","CDKN1C","1028","cyclin dependent kinase inhibitor 1C","adrenal gland development///aging///camera-type eye development///cell cycle arrest///digestive system development///embryonic placenta morphogenesis///genetic imprinting///kidney development///multicellular organism growth///myeloid cell differentiation///negative regulation of epithelial cell proliferation///negative regulation of kinase activity///negative regulation of phosphorylation///negative regulation of protein serine/threonine kinase activity///negative regulation of transcription from RNA polymerase II promoter///negative regulation of transcription, DNA-templated///neuron maturation///positive regulation of transcription, DNA-templated///positive regulation of transforming growth factor beta receptor signaling pathway///regulation of mitotic cell cycle///skeletal system development///uterus development","GO:0030325///GO:0007568///GO:0043010///GO:0007050///GO:0055123///GO:0060669///GO:0071514///GO:0001822///GO:0035264///GO:0030099///GO:0050680///GO:0033673///GO:0042326///GO:0071901///GO:0000122///GO:0045892///GO:0042551///GO:0045893///GO:0030511///GO:0007346///GO:0001501///GO:0060065","cyclin-dependent protein serine/threonine kinase inhibitor activity///protein binding","GO:0004861///GO:0005515","cytoplasm///nucleus","GO:0005737///GO:0005634"
"213353_at","ABCA5","23461","ATP binding cassette subfamily A member 5","cholesterol efflux///high-density lipoprotein particle remodeling///lipid transport///negative regulation of macrophage derived foam cell differentiation///reverse cholesterol transport///transmembrane transport","GO:0033344///GO:0034375///GO:0006869///GO:0010745///GO:0043691///GO:0055085","ATP binding///ATPase activity, coupled to transmembrane movement of substances","GO:0005524///GO:0042626","Golgi membrane///integral component of membrane///intracellular membrane-bounded organelle///late endosome///late endosome membrane///lysosomal membrane///lysosome","GO:0000139///GO:0016021///GO:0043231///GO:0005770///GO:0031902///GO:0005765///GO:0005764"
"213355_at","ST3GAL6","10402","ST3 beta-galactoside alpha-2,3-sialyltransferase 6","cellular protein modification process///cellular response to interleukin-6///ganglioside biosynthetic process///glycolipid metabolic process///keratan sulfate biosynthetic process///oligosaccharide metabolic process///protein N-linked glycosylation via asparagine///sialylation","GO:0006464///GO:0071354///GO:0001574///GO:0006664///GO:0018146///GO:0009311///GO:0018279///GO:0097503","beta-galactoside (CMP) alpha-2,3-sialyltransferase activity///beta-galactoside (CMP) alpha-2,3-sialyltransferase activity///beta-galactoside alpha-2,3-sialyltransferase activity","GO:0003836///GO:0003836///GO:0052798","Golgi membrane///extracellular exosome///integral component of Golgi membrane///integral component of membrane","GO:0000139///GO:0070062///GO:0030173///GO:0016021"
"213356_x_at","HNRNPA1P33","728643","heterogeneous nuclear ribonucleoprotein A1 pseudogene 33","RNA splicing///mRNA processing///mRNA transport///RNA export from nucleus///fibroblast growth factor receptor signaling pathway///gene expression///mRNA processing///mRNA splicing, via spliceosome///mRNA splicing, via spliceosome///mRNA transport///negative regulation of telomere maintenance via telomerase///nuclear export///nuclear import///positive regulation of telomere maintenance via telomerase///viral process","GO:0008380///GO:0006397///GO:0051028///GO:0006405///GO:0008543///GO:0010467///GO:0006397///GO:0000398///GO:0000398///GO:0051028///GO:0032211///GO:0051168///GO:0051170///GO:0032212///GO:0016032","RNA binding///nucleotide binding///G-rich strand telomeric DNA binding///RNA binding///nucleotide binding///poly(A) RNA binding///protein binding///single-stranded DNA binding///single-stranded RNA binding///telomeric repeat-containing RNA binding","GO:0003723///GO:0000166///GO:0098505///GO:0003723///GO:0000166///GO:0044822///GO:0005515///GO:0003697///GO:0003727///GO:0061752","cytoplasm///spliceosomal complex///catalytic step 2 spliceosome///cytoplasm///extracellular exosome///intracellular ribonucleoprotein complex///membrane///nucleoplasm///nucleoplasm///nucleus///spliceosomal complex","GO:0005737///GO:0005681///GO:0071013///GO:0005737///GO:0070062///GO:0030529///GO:0016020///GO:0005654///GO:0005654///GO:0005634///GO:0005681"
"213357_at","GTF2H5","404672","general transcription factor IIH subunit 5","7-methylguanosine mRNA capping///cellular response to gamma radiation///global genome nucleotide-excision repair///nucleotide-excision repair///nucleotide-excision repair, DNA duplex unwinding///nucleotide-excision repair, DNA incision///nucleotide-excision repair, DNA incision, 3'-to lesion///nucleotide-excision repair, DNA incision, 5'-to lesion///nucleotide-excision repair, preincision complex assembly///nucleotide-excision repair, preincision complex stabilization///rRNA processing///regulation of transcription, DNA-templated///termination of RNA polymerase I transcription///transcription elongation from RNA polymerase I promoter///transcription elongation from RNA polymerase II promoter///transcription from RNA polymerase II promoter///transcription initiation from RNA polymerase I promoter///transcription initiation from RNA polymerase II promoter///transcription-coupled nucleotide-excision repair","GO:0006370///GO:0071480///GO:0070911///GO:0006289///GO:0000717///GO:0033683///GO:0006295///GO:0006296///GO:0006294///GO:0006293///GO:0006364///GO:0006355///GO:0006363///GO:0006362///GO:0006368///GO:0006366///GO:0006361///GO:0006367///GO:0006283","rDNA binding","GO:0000182","core TFIIH complex///nucleolus///nucleoplasm","GO:0000439///GO:0005730///GO:0005654"
"213358_at","MTCL1","23255","microtubule crosslinking factor 1","establishment or maintenance of epithelial cell apical/basal polarity///establishment or maintenance of epithelial cell apical/basal polarity///microtubule bundle formation///microtubule bundle formation///positive regulation of microtubule motor activity///positive regulation of protein targeting to membrane///regulation of autophagy","GO:0045197///GO:0045197///GO:0001578///GO:0001578///GO:2000576///GO:0090314///GO:0010506","microtubule binding///poly(A) RNA binding///protein homodimerization activity","GO:0008017///GO:0044822///GO:0042803","apical plasma membrane///apicolateral plasma membrane///apicolateral plasma membrane///cytoplasm///cytoskeleton///extracellular space///lateral plasma membrane///lateral plasma membrane///microtubule bundle///microtubule bundle///midbody///spindle pole","GO:0016324///GO:0016327///GO:0016327///GO:0005737///GO:0005856///GO:0005615///GO:0016328///GO:0016328///GO:0097427///GO:0097427///GO:0030496///GO:0000922"
